lang,problem,model,experiment,pass@1,pass@10,pass@100
sh,HumanEval_23_strlen,davinci,reworded,1.00,1.00,1.00
rkt,HumanEval_75_is_multiply_prime,davinci,keep,0.00,NA,NA
cpp,HumanEval_1_separate_paren_groups,incoder,reworded,0.00,0.05,0.50
rkt,HumanEval_87_get_row,davinci,keep,0.00,NA,NA
java,HumanEval_27_flip_case,incoder,transform,0.16,NA,NA
rs,HumanEval_60_sum_to_n,davinci,reworded,0.97,1.00,1.00
scala,HumanEval_108_count_nums,davinci,reworded,0.00,0.05,0.50
py,HumanEval_74_total_match,davinci,transform,0.09,NA,NA
java,HumanEval_130_tri,incoder,reworded,0.00,0.00,0.00
java,HumanEval_0_has_close_elements,incoder,transform,0.00,NA,NA
jl,HumanEval_45_triangle_area,davinci,transform,1.00,NA,NA
jl,HumanEval_15_string_sequence,davinci,keep,0.69,NA,NA
scala,HumanEval_14_all_prefixes,davinci,transform,0.44,NA,NA
scala,HumanEval_78_hex_key,incoder,transform,0.00,NA,NA
java,HumanEval_97_multiply,incoder,remove,0.00,NA,NA
ts,HumanEval_36_fizz_buzz,davinci,reworded,0.96,1.00,1.00
go,HumanEval_85_add,incoder,reworded,0.00,0.05,0.50
d,HumanEval_151_double_the_difference,incoder,remove,0.00,NA,NA
swift,HumanEval_150_x_or_y,davinci,remove,0.06,NA,NA
rb,HumanEval_47_median,davinci,transform,0.99,NA,NA
jl,HumanEval_96_count_up_to,incoder,remove,0.00,NA,NA
ts,HumanEval_86_anti_shuffle,incoder,reworded,0.02,0.14,0.88
php,HumanEval_153_Strongest_Extension,incoder,reworded,0.00,0.00,0.00
cs,HumanEval_100_make_a_pile,incoder,transform,0.00,NA,NA
ts,HumanEval_16_count_distinct_characters,davinci,remove,0.41,NA,NA
js,HumanEval_79_decimal_to_binary,incoder,keep,0.03,NA,NA
rkt,HumanEval_47_median,incoder,remove,0.00,NA,NA
ts,HumanEval_97_multiply,davinci,transform,0.15,NA,NA
rb,HumanEval_29_filter_by_prefix,davinci,keep,1.00,NA,NA
pl,HumanEval_146_specialFilter,incoder,reworded,0.00,0.00,0.00
rkt,HumanEval_30_get_positive,davinci,keep,1.00,NA,NA
cs,HumanEval_5_intersperse,davinci,transform,0.00,NA,NA
r,HumanEval_155_even_odd_count,davinci,remove,0.00,NA,NA
java,HumanEval_70_strange_sort_list,davinci,transform,0.79,NA,NA
ts,HumanEval_130_tri,incoder,reworded,0.00,0.00,0.00
jl,HumanEval_8_sum_product,davinci,reworded,1.00,1.00,1.00
java,HumanEval_19_sort_numbers,davinci,reworded,0.00,0.68,1.00
swift,HumanEval_53_add,davinci,keep,1.00,NA,NA
ts,HumanEval_142_sum_squares,davinci,keep,1.00,NA,NA
rkt,HumanEval_141_file_name_check,davinci,transform,0.00,NA,NA
py,HumanEval_93_encode,incoder,transform,0.00,NA,NA
rkt,HumanEval_21_rescale_to_unit,incoder,transform,0.00,NA,NA
r,HumanEval_105_by_length,incoder,transform,0.00,NA,NA
swift,HumanEval_81_numerical_letter_grade,davinci,remove,0.03,NA,NA
swift,HumanEval_82_prime_length,davinci,keep,0.03,NA,NA
cpp,HumanEval_19_sort_numbers,incoder,keep,0.00,NA,NA
rs,HumanEval_127_intersection,davinci,remove,0.01,NA,NA
pl,HumanEval_81_numerical_letter_grade,davinci,remove,0.03,NA,NA
r,HumanEval_106_f,incoder,transform,0.00,NA,NA
scala,HumanEval_92_any_int,incoder,remove,0.00,NA,NA
cpp,HumanEval_136_largest_smallest_integers,davinci,reworded,0.85,1.00,1.00
swift,HumanEval_159_eat,incoder,keep,0.00,NA,NA
swift,HumanEval_79_decimal_to_binary,davinci,reworded,0.04,0.99,1.00
php,HumanEval_91_is_bored,davinci,transform,0.30,NA,NA
rb,HumanEval_139_special_factorial,incoder,keep,0.00,NA,NA
pl,HumanEval_111_histogram,davinci,transform,0.00,NA,NA
rs,HumanEval_151_double_the_difference,davinci,keep,0.21,NA,NA
rb,HumanEval_70_strange_sort_list,davinci,transform,0.02,NA,NA
lua,HumanEval_90_next_smallest,davinci,remove,0.00,NA,NA
jl,HumanEval_117_select_words,incoder,transform,0.00,NA,NA
swift,HumanEval_130_tri,incoder,reworded,0.00,0.00,0.00
cs,HumanEval_35_max_element,incoder,keep,0.96,NA,NA
py,HumanEval_82_prime_length,davinci,transform,0.01,NA,NA
rkt,HumanEval_157_right_angle_triangle,davinci,keep,0.24,NA,NA
rs,HumanEval_43_pairs_sum_to_zero,incoder,remove,0.00,NA,NA
swift,HumanEval_47_median,davinci,remove,1.00,NA,NA
rs,HumanEval_33_sort_third,incoder,reworded,0.00,0.00,0.00
js,HumanEval_150_x_or_y,davinci,reworded,0.00,0.50,1.00
sh,HumanEval_150_x_or_y,incoder,remove,0.00,NA,NA
ts,HumanEval_18_how_many_times,davinci,keep,0.89,NA,NA
rs,HumanEval_95_check_dict_case,incoder,transform,0.00,NA,NA
rs,HumanEval_126_is_sorted,incoder,remove,0.00,NA,NA
rs,HumanEval_18_how_many_times,davinci,reworded,0.14,0.94,1.00
java,HumanEval_55_fib,davinci,keep,0.96,NA,NA
go,HumanEval_129_minPath,davinci,reworded,0.00,0.00,0.00
swift,HumanEval_19_sort_numbers,incoder,remove,0.00,NA,NA
rb,HumanEval_120_maximum,incoder,reworded,0.00,0.00,0.00
pl,HumanEval_85_add,incoder,transform,0.00,NA,NA
js,HumanEval_113_odd_count,incoder,transform,0.00,NA,NA
py,HumanEval_136_largest_smallest_integers,davinci,transform,0.56,NA,NA
go,HumanEval_51_remove_vowels,davinci,remove,0.00,NA,NA
jl,HumanEval_104_unique_digits,davinci,keep,0.21,NA,NA
swift,HumanEval_98_count_upper,davinci,remove,0.20,NA,NA
jl,HumanEval_128_prod_signs,incoder,remove,0.00,NA,NA
rkt,HumanEval_33_sort_third,incoder,keep,0.00,NA,NA
cs,HumanEval_31_is_prime,davinci,reworded,0.99,1.00,1.00
py,HumanEval_146_specialFilter,incoder,transform,0.00,NA,NA
swift,HumanEval_155_even_odd_count,davinci,reworded,0.01,0.82,1.00
java,HumanEval_156_int_to_mini_roman,incoder,transform,0.00,NA,NA
sh,HumanEval_135_can_arrange,incoder,transform,0.00,NA,NA
rs,HumanEval_119_match_parens,incoder,remove,0.00,NA,NA
ts,HumanEval_31_is_prime,davinci,remove,1.00,NA,NA
js,HumanEval_163_generate_integers,incoder,remove,0.00,NA,NA
rb,HumanEval_2_truncate_number,incoder,reworded,0.11,0.44,1.00
php,HumanEval_57_monotonic,incoder,transform,0.00,NA,NA
jl,HumanEval_141_file_name_check,incoder,transform,0.00,NA,NA
rkt,HumanEval_152_compare,incoder,remove,0.01,NA,NA
swift,HumanEval_93_encode,davinci,transform,0.00,NA,NA
r,HumanEval_15_string_sequence,incoder,reworded,0.56,0.79,1.00
ts,HumanEval_111_histogram,davinci,transform,0.00,NA,NA
swift,HumanEval_60_sum_to_n,davinci,transform,1.00,NA,NA
rs,HumanEval_56_correct_bracketing,davinci,remove,1.00,NA,NA
r,HumanEval_61_correct_bracketing,davinci,reworded,0.16,0.97,1.00
rkt,HumanEval_74_total_match,incoder,keep,0.00,NA,NA
js,HumanEval_105_by_length,incoder,remove,0.00,NA,NA
jl,HumanEval_68_pluck,davinci,transform,0.00,NA,NA
rs,HumanEval_4_mean_absolute_deviation,incoder,keep,0.00,NA,NA
pl,HumanEval_56_correct_bracketing,incoder,keep,0.00,NA,NA
ts,HumanEval_145_order_by_points,incoder,reworded,0.00,0.00,0.00
d,HumanEval_74_total_match,davinci,keep,0.39,NA,NA
pl,HumanEval_106_f,incoder,reworded,0.02,0.19,0.94
sh,HumanEval_67_fruit_distribution,davinci,keep,0.10,NA,NA
sh,HumanEval_144_simplify,davinci,transform,0.01,NA,NA
scala,HumanEval_57_monotonic,davinci,transform,0.88,NA,NA
rkt,HumanEval_102_choose_num,davinci,transform,0.03,NA,NA
php,HumanEval_90_next_smallest,davinci,remove,0.12,NA,NA
js,HumanEval_42_incr_list,incoder,reworded,0.32,0.99,1.00
d,HumanEval_79_decimal_to_binary,davinci,reworded,0.00,0.10,0.75
pl,HumanEval_28_concatenate,incoder,reworded,0.96,0.99,1.00
java,HumanEval_158_find_max,incoder,keep,0.00,NA,NA
cpp,HumanEval_120_maximum,incoder,transform,0.00,NA,NA
jl,HumanEval_11_string_xor,davinci,transform,0.94,NA,NA
jl,HumanEval_1_separate_paren_groups,incoder,transform,0.00,NA,NA
py,HumanEval_23_strlen,incoder,reworded,1.00,1.00,1.00
js,HumanEval_158_find_max,incoder,keep,0.00,NA,NA
pl,HumanEval_114_minSubArraySum,incoder,transform,0.00,NA,NA
php,HumanEval_130_tri,davinci,reworded,0.00,0.00,0.00
php,HumanEval_35_max_element,incoder,keep,0.70,NA,NA
ts,HumanEval_74_total_match,incoder,reworded,0.00,0.00,0.00
sh,HumanEval_49_modp,davinci,transform,0.07,NA,NA
pl,HumanEval_46_fib4,incoder,remove,0.08,NA,NA
lua,HumanEval_161_solve,incoder,keep,0.00,NA,NA
ts,HumanEval_84_solve,incoder,transform,0.01,NA,NA
lua,HumanEval_70_strange_sort_list,davinci,transform,0.02,NA,NA
js,HumanEval_127_intersection,davinci,remove,0.03,NA,NA
js,HumanEval_41_car_race_collision,davinci,transform,0.06,NA,NA
cs,HumanEval_19_sort_numbers,incoder,transform,0.00,NA,NA
d,HumanEval_94_skjkasdkd,incoder,remove,0.00,NA,NA
rb,HumanEval_114_minSubArraySum,davinci,remove,0.10,NA,NA
rkt,HumanEval_7_filter_by_substring,incoder,remove,0.12,NA,NA
js,HumanEval_97_multiply,incoder,remove,0.00,NA,NA
ts,HumanEval_133_sum_squares,davinci,transform,1.00,NA,NA
pl,HumanEval_40_triples_sum_to_zero,davinci,keep,0.00,NA,NA
php,HumanEval_140_fix_spaces,davinci,reworded,0.00,0.00,0.00
py,HumanEval_102_choose_num,davinci,keep,0.01,NA,NA
go,HumanEval_146_specialFilter,incoder,transform,0.00,NA,NA
pl,HumanEval_128_prod_signs,davinci,reworded,0.43,0.98,1.00
rkt,HumanEval_115_max_fill,davinci,keep,0.01,NA,NA
rs,HumanEval_88_sort_array,incoder,remove,0.00,NA,NA
rb,HumanEval_58_common,incoder,keep,0.00,NA,NA
sh,HumanEval_142_sum_squares,incoder,remove,0.00,NA,NA
rb,HumanEval_1_separate_paren_groups,davinci,remove,0.01,NA,NA
swift,HumanEval_37_sort_even,davinci,remove,0.39,NA,NA
d,HumanEval_111_histogram,davinci,reworded,0.00,0.00,0.00
rkt,HumanEval_57_monotonic,davinci,keep,0.00,NA,NA
lua,HumanEval_101_words_string,davinci,transform,0.87,NA,NA
java,HumanEval_86_anti_shuffle,incoder,remove,0.00,NA,NA
py,HumanEval_16_count_distinct_characters,davinci,keep,0.99,NA,NA
jl,HumanEval_142_sum_squares,davinci,reworded,0.00,0.00,0.00
lua,HumanEval_115_max_fill,davinci,keep,0.00,NA,NA
sh,HumanEval_34_unique,davinci,transform,0.03,NA,NA
lua,HumanEval_136_largest_smallest_integers,davinci,transform,0.94,NA,NA
sh,HumanEval_66_digitSum,davinci,reworded,0.47,0.91,1.00
swift,HumanEval_15_string_sequence,davinci,transform,0.13,NA,NA
scala,HumanEval_125_split_words,davinci,remove,0.00,NA,NA
d,HumanEval_11_string_xor,davinci,reworded,0.27,0.76,1.00
ts,HumanEval_21_rescale_to_unit,davinci,reworded,1.00,1.00,1.00
cpp,HumanEval_36_fizz_buzz,davinci,keep,0.92,NA,NA
lua,HumanEval_37_sort_even,incoder,reworded,0.00,0.00,0.00
r,HumanEval_163_generate_integers,davinci,remove,0.00,NA,NA
rkt,HumanEval_45_triangle_area,davinci,keep,0.06,NA,NA
php,HumanEval_121_solution,incoder,reworded,0.00,0.00,0.00
py,HumanEval_1_separate_paren_groups,incoder,reworded,0.02,0.00,0.00
cpp,HumanEval_116_sort_array,davinci,transform,0.01,NA,NA
swift,HumanEval_85_add,incoder,remove,0.00,NA,NA
rb,HumanEval_80_is_happy,incoder,reworded,0.00,0.00,0.00
py,HumanEval_19_sort_numbers,davinci,transform,0.05,NA,NA
sh,HumanEval_8_sum_product,incoder,reworded,0.12,0.23,0.97
rkt,HumanEval_59_largest_prime_factor,davinci,reworded,0.79,0.62,1.00
rs,HumanEval_30_get_positive,davinci,remove,1.00,NA,NA
rs,HumanEval_28_concatenate,davinci,keep,1.00,NA,NA
r,HumanEval_93_encode,incoder,reworded,0.00,0.00,0.00
java,HumanEval_118_get_closest_vowel,davinci,reworded,0.10,0.19,0.94
rs,HumanEval_88_sort_array,incoder,reworded,0.00,0.00,0.00
php,HumanEval_105_by_length,incoder,reworded,0.00,0.00,0.00
d,HumanEval_155_even_odd_count,davinci,keep,0.01,NA,NA
jl,HumanEval_18_how_many_times,incoder,keep,0.00,NA,NA
go,HumanEval_4_mean_absolute_deviation,incoder,keep,0.00,NA,NA
d,HumanEval_87_get_row,davinci,reworded,0.00,0.05,0.50
pl,HumanEval_73_smallest_change,davinci,keep,0.83,NA,NA
scala,HumanEval_162_string_to_md5,davinci,keep,0.00,NA,NA
cpp,HumanEval_16_count_distinct_characters,incoder,transform,0.00,NA,NA
jl,HumanEval_62_derivative,incoder,transform,0.00,NA,NA
rb,HumanEval_93_encode,davinci,transform,0.02,NA,NA
rb,HumanEval_28_concatenate,incoder,transform,0.00,NA,NA
sh,HumanEval_115_max_fill,davinci,reworded,0.00,0.00,0.00
d,HumanEval_23_strlen,davinci,transform,0.96,NA,NA
lua,HumanEval_86_anti_shuffle,incoder,keep,0.00,NA,NA
scala,HumanEval_16_count_distinct_characters,incoder,transform,0.67,NA,NA
d,HumanEval_64_vowels_count,davinci,remove,0.00,NA,NA
d,HumanEval_131_digits,incoder,remove,0.00,NA,NA
lua,HumanEval_66_digitSum,davinci,remove,0.96,NA,NA
sh,HumanEval_72_will_it_fly,incoder,reworded,0.00,0.00,0.00
rs,HumanEval_53_add,incoder,transform,1.00,NA,NA
php,HumanEval_45_triangle_area,davinci,remove,0.00,NA,NA
r,HumanEval_1_separate_paren_groups,incoder,remove,0.00,NA,NA
jl,HumanEval_133_sum_squares,davinci,reworded,0.98,1.00,1.00
java,HumanEval_31_is_prime,davinci,transform,0.99,NA,NA
sh,HumanEval_129_minPath,incoder,transform,0.00,NA,NA
java,HumanEval_121_solution,davinci,remove,0.99,NA,NA
r,HumanEval_16_count_distinct_characters,incoder,keep,0.00,NA,NA
d,HumanEval_5_intersperse,davinci,remove,0.12,NA,NA
php,HumanEval_126_is_sorted,incoder,remove,0.00,NA,NA
scala,HumanEval_35_max_element,incoder,transform,0.68,NA,NA
java,HumanEval_61_correct_bracketing,incoder,reworded,0.42,0.31,0.99
rkt,HumanEval_72_will_it_fly,davinci,remove,0.02,NA,NA
rs,HumanEval_161_solve,davinci,transform,0.16,NA,NA
pl,HumanEval_117_select_words,incoder,transform,0.00,NA,NA
sh,HumanEval_53_add,davinci,remove,1.00,NA,NA
go,HumanEval_24_largest_divisor,incoder,keep,0.55,NA,NA
pl,HumanEval_4_mean_absolute_deviation,davinci,remove,0.00,NA,NA
sh,HumanEval_74_total_match,incoder,remove,0.01,NA,NA
ts,HumanEval_112_reverse_delete,davinci,reworded,0.10,0.92,1.00
rb,HumanEval_140_fix_spaces,incoder,transform,0.00,NA,NA
r,HumanEval_28_concatenate,davinci,keep,0.99,NA,NA
rkt,HumanEval_34_unique,incoder,transform,0.29,NA,NA
cs,HumanEval_33_sort_third,incoder,keep,0.00,NA,NA
rkt,HumanEval_136_largest_smallest_integers,davinci,transform,0.16,NA,NA
go,HumanEval_117_select_words,davinci,keep,0.01,NA,NA
sh,HumanEval_101_words_string,davinci,transform,0.04,NA,NA
java,HumanEval_71_triangle_area,incoder,remove,0.00,NA,NA
rkt,HumanEval_65_circular_shift,incoder,keep,0.00,NA,NA
lua,HumanEval_160_do_algebra,davinci,transform,0.00,NA,NA
py,HumanEval_46_fib4,davinci,keep,0.92,NA,NA
py,HumanEval_113_odd_count,incoder,reworded,0.00,0.00,0.00
js,HumanEval_93_encode,incoder,reworded,0.00,0.00,0.00
pl,HumanEval_51_remove_vowels,incoder,keep,0.46,NA,NA
d,HumanEval_105_by_length,davinci,transform,0.00,NA,NA
java,HumanEval_2_truncate_number,incoder,reworded,0.19,0.70,1.00
scala,HumanEval_47_median,incoder,keep,0.00,NA,NA
cs,HumanEval_131_digits,incoder,transform,0.00,NA,NA
swift,HumanEval_73_smallest_change,davinci,keep,0.83,NA,NA
r,HumanEval_89_encrypt,incoder,reworded,0.00,0.00,0.00
go,HumanEval_8_sum_product,incoder,reworded,0.33,0.86,1.00
cpp,HumanEval_22_filter_integers,davinci,remove,0.03,NA,NA
scala,HumanEval_47_median,davinci,keep,0.98,NA,NA
rkt,HumanEval_24_largest_divisor,incoder,reworded,0.00,0.00,0.00
go,HumanEval_7_filter_by_substring,incoder,keep,0.00,NA,NA
php,HumanEval_76_is_simple_power,incoder,keep,0.00,NA,NA
lua,HumanEval_117_select_words,davinci,reworded,0.13,0.73,1.00
js,HumanEval_36_fizz_buzz,incoder,transform,0.00,NA,NA
js,HumanEval_112_reverse_delete,incoder,remove,0.00,NA,NA
swift,HumanEval_23_strlen,incoder,transform,0.55,NA,NA
cs,HumanEval_10_make_palindrome,incoder,reworded,0.00,0.00,0.00
go,HumanEval_60_sum_to_n,davinci,keep,1.00,NA,NA
java,HumanEval_2_truncate_number,incoder,remove,0.18,NA,NA
d,HumanEval_86_anti_shuffle,davinci,remove,0.00,NA,NA
rs,HumanEval_24_largest_divisor,incoder,transform,0.05,NA,NA
d,HumanEval_23_strlen,incoder,remove,0.27,NA,NA
jl,HumanEval_81_numerical_letter_grade,incoder,remove,0.00,NA,NA
pl,HumanEval_58_common,davinci,remove,0.00,NA,NA
scala,HumanEval_126_is_sorted,incoder,remove,0.00,NA,NA
py,HumanEval_28_concatenate,davinci,remove,1.00,NA,NA
swift,HumanEval_89_encrypt,incoder,transform,0.00,NA,NA
py,HumanEval_69_search,incoder,keep,0.00,NA,NA
r,HumanEval_128_prod_signs,incoder,remove,0.13,NA,NA
java,HumanEval_157_right_angle_triangle,davinci,reworded,0.07,1.00,1.00
lua,HumanEval_145_order_by_points,davinci,reworded,0.00,0.00,0.00
pl,HumanEval_142_sum_squares,incoder,reworded,0.00,0.14,0.88
py,HumanEval_70_strange_sort_list,incoder,transform,0.00,NA,NA
go,HumanEval_98_count_upper,davinci,transform,0.01,NA,NA
scala,HumanEval_127_intersection,davinci,transform,0.00,NA,NA
rs,HumanEval_62_derivative,incoder,reworded,0.00,0.00,0.00
sh,HumanEval_71_triangle_area,davinci,reworded,0.00,0.00,0.00
ts,HumanEval_115_max_fill,davinci,remove,0.08,NA,NA
jl,HumanEval_140_fix_spaces,incoder,remove,0.00,NA,NA
py,HumanEval_79_decimal_to_binary,incoder,remove,0.00,NA,NA
d,HumanEval_105_by_length,incoder,remove,0.00,NA,NA
sh,HumanEval_35_max_element,incoder,transform,0.42,NA,NA
r,HumanEval_148_bf,incoder,transform,0.00,NA,NA
ts,HumanEval_135_can_arrange,davinci,remove,0.00,NA,NA
rs,HumanEval_48_is_palindrome,incoder,remove,0.01,NA,NA
lua,HumanEval_158_find_max,incoder,keep,0.00,NA,NA
js,HumanEval_79_decimal_to_binary,incoder,reworded,0.01,0.00,0.00
pl,HumanEval_9_rolling_max,davinci,reworded,0.77,1.00,1.00
swift,HumanEval_10_make_palindrome,davinci,remove,0.00,NA,NA
js,HumanEval_157_right_angle_triangle,davinci,keep,0.89,NA,NA
rs,HumanEval_46_fib4,davinci,reworded,0.20,0.97,1.00
sh,HumanEval_123_get_odd_collatz,incoder,keep,0.00,NA,NA
jl,HumanEval_117_select_words,davinci,keep,0.00,NA,NA
py,HumanEval_88_sort_array,incoder,keep,0.00,NA,NA
pl,HumanEval_11_string_xor,davinci,keep,0.09,NA,NA
cs,HumanEval_90_next_smallest,davinci,reworded,0.20,0.89,1.00
java,HumanEval_157_right_angle_triangle,davinci,keep,0.05,NA,NA
rkt,HumanEval_72_will_it_fly,incoder,reworded,0.05,0.00,0.00
py,HumanEval_103_rounded_avg,davinci,reworded,0.97,1.00,1.00
swift,HumanEval_138_is_equal_to_sum_even,davinci,keep,0.04,NA,NA
php,HumanEval_142_sum_squares,incoder,remove,0.05,NA,NA
rkt,HumanEval_59_largest_prime_factor,davinci,transform,0.71,NA,NA
rs,HumanEval_16_count_distinct_characters,davinci,remove,0.01,NA,NA
rs,HumanEval_107_even_odd_palindrome,davinci,remove,0.01,NA,NA
lua,HumanEval_122_add_elements,incoder,remove,0.00,NA,NA
cpp,HumanEval_39_prime_fib,incoder,reworded,0.00,0.00,0.00
cs,HumanEval_0_has_close_elements,davinci,reworded,0.75,1.00,1.00
sh,HumanEval_117_select_words,incoder,keep,0.00,NA,NA
rb,HumanEval_48_is_palindrome,incoder,keep,0.00,NA,NA
d,HumanEval_151_double_the_difference,incoder,transform,0.00,NA,NA
r,HumanEval_87_get_row,incoder,transform,0.00,NA,NA
scala,HumanEval_13_greatest_common_divisor,incoder,transform,0.07,NA,NA
java,HumanEval_57_monotonic,incoder,remove,0.68,NA,NA
php,HumanEval_82_prime_length,incoder,remove,0.04,NA,NA
lua,HumanEval_106_f,davinci,reworded,0.03,0.97,1.00
rb,HumanEval_125_split_words,incoder,transform,0.00,NA,NA
go,HumanEval_80_is_happy,davinci,reworded,0.92,0.98,1.00
swift,HumanEval_93_encode,incoder,reworded,0.00,0.00,0.00
sh,HumanEval_114_minSubArraySum,davinci,reworded,0.55,0.68,1.00
d,HumanEval_157_right_angle_triangle,davinci,keep,0.41,NA,NA
go,HumanEval_114_minSubArraySum,davinci,keep,0.70,NA,NA
swift,HumanEval_73_smallest_change,incoder,keep,0.00,NA,NA
cpp,HumanEval_30_get_positive,incoder,reworded,0.03,0.94,1.00
r,HumanEval_56_correct_bracketing,incoder,reworded,0.00,0.00,0.00
cpp,HumanEval_163_generate_integers,davinci,keep,0.00,NA,NA
js,HumanEval_133_sum_squares,davinci,reworded,1.00,1.00,1.00
jl,HumanEval_108_count_nums,incoder,transform,0.00,NA,NA
pl,HumanEval_31_is_prime,incoder,transform,0.00,NA,NA
pl,HumanEval_98_count_upper,incoder,transform,0.00,NA,NA
py,HumanEval_27_flip_case,incoder,remove,0.58,NA,NA
swift,HumanEval_117_select_words,incoder,remove,0.00,NA,NA
cpp,HumanEval_33_sort_third,incoder,keep,0.00,NA,NA
ts,HumanEval_98_count_upper,incoder,transform,0.00,NA,NA
cpp,HumanEval_40_triples_sum_to_zero,davinci,transform,0.95,NA,NA
cs,HumanEval_93_encode,davinci,transform,0.02,NA,NA
java,HumanEval_100_make_a_pile,davinci,reworded,0.01,0.31,0.99
cpp,HumanEval_123_get_odd_collatz,davinci,keep,0.03,NA,NA
py,HumanEval_36_fizz_buzz,davinci,reworded,0.91,0.99,1.00
swift,HumanEval_78_hex_key,incoder,reworded,0.00,0.00,0.00
cs,HumanEval_149_sorted_list_sum,incoder,reworded,0.00,0.00,0.00
go,HumanEval_158_find_max,incoder,keep,0.00,NA,NA
php,HumanEval_13_greatest_common_divisor,incoder,keep,0.02,NA,NA
pl,HumanEval_147_get_max_triples,incoder,transform,0.00,NA,NA
r,HumanEval_22_filter_integers,incoder,reworded,0.00,0.00,0.00
pl,HumanEval_62_derivative,davinci,transform,0.99,NA,NA
pl,HumanEval_29_filter_by_prefix,incoder,reworded,0.00,0.05,0.50
cs,HumanEval_117_select_words,incoder,remove,0.00,NA,NA
php,HumanEval_149_sorted_list_sum,incoder,remove,0.00,NA,NA
swift,HumanEval_141_file_name_check,incoder,reworded,0.00,0.00,0.00
cs,HumanEval_134_check_if_last_char_is_a_letter,incoder,remove,0.00,NA,NA
swift,HumanEval_109_move_one_ball,davinci,remove,0.07,NA,NA
sh,HumanEval_103_rounded_avg,incoder,transform,0.00,NA,NA
cs,HumanEval_25_factorize,incoder,transform,0.00,NA,NA
scala,HumanEval_8_sum_product,incoder,transform,0.13,NA,NA
swift,HumanEval_151_double_the_difference,davinci,remove,0.18,NA,NA
jl,HumanEval_155_even_odd_count,davinci,transform,0.58,NA,NA
go,HumanEval_1_separate_paren_groups,incoder,remove,0.00,NA,NA
rkt,HumanEval_45_triangle_area,incoder,reworded,0.00,0.05,0.50
jl,HumanEval_52_below_threshold,davinci,keep,0.59,NA,NA
cs,HumanEval_78_hex_key,incoder,transform,0.00,NA,NA
rs,HumanEval_80_is_happy,incoder,reworded,0.00,0.00,0.00
sh,HumanEval_5_intersperse,incoder,remove,0.00,NA,NA
swift,HumanEval_21_rescale_to_unit,incoder,reworded,0.00,0.23,0.97
cpp,HumanEval_52_below_threshold,incoder,transform,0.00,NA,NA
sh,HumanEval_73_smallest_change,incoder,transform,0.00,NA,NA
php,HumanEval_47_median,incoder,keep,0.00,NA,NA
pl,HumanEval_97_multiply,davinci,remove,0.93,NA,NA
pl,HumanEval_17_parse_music,davinci,reworded,0.00,0.05,0.50
java,HumanEval_97_multiply,incoder,transform,0.00,NA,NA
pl,HumanEval_153_Strongest_Extension,incoder,reworded,0.00,0.00,0.00
rb,HumanEval_8_sum_product,davinci,remove,0.34,NA,NA
r,HumanEval_106_f,incoder,reworded,0.00,0.05,0.50
ts,HumanEval_46_fib4,davinci,transform,0.16,NA,NA
lua,HumanEval_89_encrypt,incoder,transform,0.00,NA,NA
swift,HumanEval_133_sum_squares,incoder,remove,0.00,NA,NA
java,HumanEval_31_is_prime,davinci,reworded,0.99,1.00,1.00
r,HumanEval_12_longest,incoder,transform,0.00,NA,NA
pl,HumanEval_80_is_happy,incoder,keep,0.00,NA,NA
swift,HumanEval_75_is_multiply_prime,davinci,remove,0.08,NA,NA
rkt,HumanEval_163_generate_integers,davinci,remove,0.00,NA,NA
d,HumanEval_8_sum_product,davinci,reworded,0.98,1.00,1.00
ts,HumanEval_65_circular_shift,incoder,keep,0.01,NA,NA
pl,HumanEval_125_split_words,davinci,keep,0.00,NA,NA
r,HumanEval_143_words_in_sentence,davinci,remove,0.01,NA,NA
py,HumanEval_9_rolling_max,incoder,reworded,0.00,0.27,0.99
go,HumanEval_126_is_sorted,davinci,transform,0.00,NA,NA
jl,HumanEval_20_find_closest_elements,incoder,reworded,0.00,0.00,0.00
php,HumanEval_8_sum_product,davinci,reworded,1.00,1.00,1.00
php,HumanEval_64_vowels_count,incoder,reworded,0.00,0.00,0.00
sh,HumanEval_76_is_simple_power,incoder,remove,0.00,NA,NA
swift,HumanEval_68_pluck,davinci,remove,0.94,NA,NA
rb,HumanEval_25_factorize,davinci,reworded,0.99,1.00,1.00
rs,HumanEval_130_tri,davinci,keep,0.00,NA,NA
rs,HumanEval_8_sum_product,incoder,keep,1.00,NA,NA
php,HumanEval_103_rounded_avg,incoder,keep,0.00,NA,NA
scala,HumanEval_106_f,davinci,reworded,0.57,1.00,1.00
r,HumanEval_96_count_up_to,incoder,reworded,0.00,0.00,0.00
r,HumanEval_60_sum_to_n,incoder,keep,0.03,NA,NA
rkt,HumanEval_105_by_length,davinci,reworded,0.14,0.41,1.00
ts,HumanEval_6_parse_nested_parens,davinci,transform,0.42,NA,NA
java,HumanEval_17_parse_music,incoder,transform,0.00,NA,NA
java,HumanEval_142_sum_squares,davinci,transform,0.95,NA,NA
rs,HumanEval_109_move_one_ball,incoder,remove,0.00,NA,NA
php,HumanEval_156_int_to_mini_roman,incoder,remove,0.00,NA,NA
d,HumanEval_44_change_base,incoder,keep,0.00,NA,NA
php,HumanEval_69_search,davinci,keep,0.90,NA,NA
sh,HumanEval_94_skjkasdkd,incoder,remove,0.00,NA,NA
php,HumanEval_62_derivative,davinci,remove,0.99,NA,NA
js,HumanEval_140_fix_spaces,davinci,transform,0.00,NA,NA
